"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","routegroup","feed_version","ingest_year","ingest_month","ingest_day","feed_version_partition"
"229X","5","229X","Para Hills to City","via Pooraka and Main North Rd then express from stop 29 Main North Rd, Gepps Cross to stop 4 O'Connell St, North Adelaide (operates  Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/229","7030A0","ffffff","229-229F-229X","1175","2022","01","31","1175"
"230","5","230","Port Adelaide Interchange to City","via Addison Rd, Arndale, Regency Rd, Torrens Rd and Jeffcott St","3","http://www.adelaidemetro.com.au/routes/230","0033CC","ffffff","230-232","1175","2022","01","31","1175"
"232","5","232","Port Adelaide Interchange to City","via Newcastle St, Arndale, Regency Rd, Torrens Rd and Jeffcott St","3","http://www.adelaidemetro.com.au/routes/232","0033CC","ffffff","230-232","1175","2022","01","31","1175"
"232R","5","232R","City to Rosewater","via Jeffcott St, Torrens Rd, Regency Rd, Arndale, Newcastle St and Grand Junction Rd (terminates at stop 36G Grand Junction Rd, Rosewater)","3","http://www.adelaidemetro.com.au/routes/232","0033CC","ffffff","230-232","1175","2022","01","31","1175"
"235","5","235","Kilburn to City","via Churchill Rd and Jeffcott St","3","http://www.adelaidemetro.com.au/routes/235","990000","ffffff","235-238-239","1175","2022","01","31","1175"
"238","5","238","UniSA Mawson Lakes Campus to City","via Churchill Rd and Jeffcott St (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/238","990000","ffffff","235-238-239","1175","2022","01","31","1175"
"239","5","239","Arndale Centre Interchange to City","via Days Rd, Churchill Rd and Jeffcott St","3","http://www.adelaidemetro.com.au/routes/239","990000","ffffff","235-238-239","1175","2022","01","31","1175"
"241","5","241","Marion Centre Interchange to City","via Morphett Rd, Oaklands Rd and Everard Ave","3","http://www.adelaidemetro.com.au/routes/241","990000","ffffff","241-248-248F-245","1175","2022","01","31","1175"
"241A","5","241A","City to Oaklands Park","via Everard Ave and Oaklands Rd (terminates at stop 24 Oaklands Rd, Oaklands Park)","3","http://www.adelaidemetro.com.au/routes/241","990000","ffffff","241-248-248F-245","1175","2022","01","31","1175"
"245","5","245","Hove to City","via Dunrobin Rd, Morphett Rd, Bray St, Marion Rd and Anzac Hwy (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/245","990000","ffffff","241-248-248F-245","1175","2022","01","31","1175"
"248","5","248","Marion Centre Interchange to City","via Diagonal Rd, Oaklands Rd, Hendrie St and Anzac Hwy","3","http://www.adelaidemetro.com.au/routes/248","990000","ffffff","241-248-248F-245","1175","2022","01","31","1175"
"248A","5","248A","City to Oaklands Park","via Anzac Hwy, Hendrie St and Oaklands Rd (terminates at stop 24 Oaklands Rd, Oaklands Park)","3","http://www.adelaidemetro.com.au/routes/248A","990000","ffffff","241-248-248F-245","1175","2022","01","31","1175"
"248F","5","248F","Marion Centre Interchange to City","via Diagonal Rd, Oaklands Rd, Hendrie St and Anzac Hwy (limited stop service, operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/248F","990000","ffffff","241-248-248F-245","1175","2022","01","31","1175"
"251","5","251","Mansfield Park to City","via Medika Blvd, Liberty Gr, Arndale and Hawker St","3","http://www.adelaidemetro.com.au/routes/251","990000","ffffff","251-252","1175","2022","01","31","1175"
"251A","5","251A","Mansfield Park to Arndale Centre Interchange","via Medika Blvd, Liberty Gr and Arndale (terminates at Arndale Centre Interchange)","3","http://www.adelaidemetro.com.au/routes/251","990000","ffffff","251-252","1175","2022","01","31","1175"
"252","5","252","Port Adelaide Interchange to City","via Ottoway, Medika Blvd, Liberty Gr, Arndale and Hawker St","3","http://www.adelaidemetro.com.au/routes/252","990000","ffffff","251-252","1175","2022","01","31","1175"
"252A","5","252A","Port Adelaide Interchange to Arndale Centre Interchange","via Ottoway, Medika Blvd, Liberty Gr and Arndale (terminates at Arndale Centre Interchange)","3","http://www.adelaidemetro.com.au/routes/252","990000","ffffff","251-252","1175","2022","01","31","1175"
"253","5","253","Mansfield Park to City","via Hanson Rd, Arndale and Hawker St","3","http://www.adelaidemetro.com.au/routes/253","990000","ffffff","253-253X-254-254X-N254","1175","2022","01","31","1175"
"253X","5","253X","Mansfield Park to City","via Hanson Rd and Arndale then express to stop 2 King William Rd, city (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/253","990000","ffffff","253-253X-254-254X-N254","1175","2022","01","31","1175"
"254","5","254","Port Adelaide Interchange to City","via Grand Junction Rd, Hanson Rd, Arndale and Hawker St","3","http://www.adelaidemetro.com.au/routes/254","990000","ffffff","253-253X-254-254X-N254","1175","2022","01","31","1175"
"254X","5","254X","Port Adelaide Interchange to City","via Grand Junction Rd, Hanson Rd and Arndale then express to stop 2 King William Rd, city (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/254","990000","ffffff","253-253X-254-254X-N254","1175","2022","01","31","1175"
"262","5","262","Marion Centre Interchange to City","via Brighton Station, Brighton Rd and Anzac Hwy (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/262","990000","ffffff","262-263-265-N262","1175","2022","01","31","1175"
"263","5","263","Marion Centre Interchange to City","via Dunrobin Rd, Brighton Rd and Anzac Hwy","3","http://www.adelaidemetro.com.au/routes/263","990000","ffffff","262-263-265-N262","1175","2022","01","31","1175"
"263A","5","263A","City to Warradale","via Anzac Hwy, Brighton Rd and Dunrobin Rd (terminates at stop 38 Dunrobin Rd, Warradale and operates Sunday - Friday)","3","http://www.adelaidemetro.com.au/routes/263A","990000","ffffff","262-263-265-N262","1175","2022","01","31","1175"
"265","5","265","Marion Centre Interchange to City","via Brighton Station, Somerton Park, Glenelg and Anzac Hwy","3","http://www.adelaidemetro.com.au/routes/265","990000","ffffff","262-263-265-N262","1175","2022","01","31","1175"
"265W","5","265W","City to Somerton Park","via Anzac Hwy, Glenelg and Somerton Park (terminates at Stop 28 Whyte St, Somerton Park)","3","http://www.adelaidemetro.com.au/routes/265","990000","ffffff","262-263-265-N262","1175","2022","01","31","1175"
"271","5","271","Tea Tree Plaza Interchange to City","via Reservoir Rd, Grand Junction Rd, North East Rd and Frome Rd","3","http://www.adelaidemetro.com.au/routes/271","990000","ffffff","271-273","1175","2022","01","31","1175"
"273","5","273","Paradise Interchange to City","via Sudholz Rd, North East Rd and Frome Rd","3","http://www.adelaidemetro.com.au/routes/273","990000","ffffff","271-273","1175","2022","01","31","1175"
"281","5","281","Paradise Interchange to City","via Paradise, McLauchlan Rd, Fourth Ave, Walkerville Tce and Hackney Rd","3","http://www.adelaidemetro.com.au/routes/281","0033CC","ffffff","281","1175","2022","01","31","1175"
"281K","5","281K","City to Klemzig","via Hackney Rd, Walkerville Tce and O.G. Rd (terminates at stop 17 O.G. Rd, Klemzig)","3","http://www.adelaidemetro.com.au/routes/281","0033CC","ffffff","281","1175","2022","01","31","1175"
"286","5","286","Henley Beach to City","via Cheadle St, Valetta Rd, Hartley Rd and Ashley St (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/286","0033CC","ffffff","286-287-288","1175","2022","01","31","1175"
"286A","5","286A","City to Underdale","via Ashley St (terminates at stop 12 Ashley St, Underdale)","3","http://www.adelaidemetro.com.au/routes/286","0033CC","ffffff","286-287-288","1175","2022","01","31","1175"
"287","5","287","Henley Beach to City","via Marlborough St, Valetta Rd and Ashley St","3","http://www.adelaidemetro.com.au/routes/287","0033CC","ffffff","286-287-288","1175","2022","01","31","1175"
"288","5","288","West Lakes Centre Interchange to City","via Tapleys Hill Rd, Valetta Rd and Ashley St (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/288","0033CC","ffffff","286-287-288","1175","2022","01","31","1175"
"288S","5","288S","City to Seaton","via Ashley St, Valetta Rd and Tapleys Hill Rd (terminates at stop 28B Tapleys Hill Road, Seaton)","3","http://www.adelaidemetro.com.au/routes/288","0033CC","ffffff","286-287-288","1175","2022","01","31","1175"
"300","5","300","Suburban Connector","via Arndale, Regency Rd, O.G. Rd, Portrush Rd, Cross Rd, Springbank Rd, Flinders University, Flinders Medical Centre, Marion, Glenelg, Harbour Town, Seaview Rd, Henley Beach, Grange Rd, Findon Rd and Queen Elizabeth Hospital","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"300C","5","300C","Suburban Connector","Terminates at stop 165 Cross Rd, Urrbrae","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"300G","5","300G","Suburban Connector","Terminates at Glenelg Interchange","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"300H","5","300H","Suburban Connector","Terminates at stop 19/19A Portrush Rd, Glen Osmond","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"300J","5","300J","Suburban Connector","Terminates at stop 17 O.G. Rd, Klemzig","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"300M","5","300M","Suburban Connector","Terminates at Marion Centre Interchange","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"300U","5","300U","Suburban Connector","Terminates at Flinders University, continues as route G10 to the city","3","http://www.adelaidemetro.com.au/routes/300","990000","ffffff","300","1175","2022","01","31","1175"
"320","5","320","Aberfoyle Hub to Marion Centre Interchange","via Aberfoyle Hub, Oakridge Rd, Flagstaff Rd and Flinders Medical Centre","3","http://www.adelaidemetro.com.au/routes/320","990000","ffffff","G20-G20F-G20X-G21-G21F-G21X-G22X-320-N10-N21","1175","2022","01","31","1175"
"333","5","333","North Haven to Port Adelaide Interchange","via Military Rd, Hart St and Glanville Station (operates Monday - Friday excluding public holidays)","3","http://www.adelaidemetro.com.au/routes/333","0033CC","ffffff","150-333","1175","2022","01","31","1175"
"361","5","361","Port Adelaide to Tea Tree Plaza","via Grand Junction Rd, Nelson Rd, Helen Tce and Smart Rd","3","http://www.adelaidemetro.com.au/routes/361","990000","ffffff","361","1175","2022","01","31","1175"
